Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
58000,1.3293492,4.0,-0.012169873,-0.005000000353902578,-0.005000000353902578,1.0
59000,1.3269008,4.0,-0.010850322,-0.005000000353902578,-0.005000000353902578,1.0
60000,1.3238465,4.0,-0.014551036,-0.005000000353902578,-0.005000000353902578,1.0
61000,1.3197079,4.0,-0.013444882,-0.005000000353902578,-0.005000000353902578,1.0
62000,1.3187892,4.0,-0.011503661,-0.005000000353902578,-0.005000000353902578,1.0
63000,1.3174989,4.0,-0.015611961,-0.005000000353902578,-0.005000000353902578,1.0
64000,1.3162849,4.0,-0.017490774,-0.005000000353902578,-0.005000000353902578,1.0
65000,1.3136845,4.0,-0.017179929,-0.005000000353902578,-0.005000000353902578,1.0
66000,1.3130469,4.0,-0.01601603,-0.005000000353902578,-0.005000000353902578,1.0
67000,1.3113431,4.0,-0.015400202,-0.005000000353902578,-0.005000000353902578,1.0
68000,1.3096892,4.0,-0.010010982,-0.005000000353902578,-0.005000000353902578,1.0
69000,1.3039433,4.0,-0.018080637,-0.005000000353902578,-0.005000000353902578,1.0
70000,1.3026348,4.0,-0.019636296,-0.005000000353902578,-0.005000000353902578,1.0
71000,1.2963561,4.0,-0.011689515,-0.005000000353902578,-0.005000000353902578,1.0
72000,1.2958733,4.0,-0.014902639,-0.005000000353902578,-0.005000000353902578,1.0
73000,1.2928307,4.0,-0.01667833,-0.005000000353902578,-0.005000000353902578,1.0
74000,1.2925737,4.0,-0.013924689,-0.005000000353902578,-0.005000000353902578,1.0
75000,1.2896677,4.0,-0.014687227,-0.005000000353902578,-0.005000000353902578,1.0
76000,1.289469,4.0,-0.011079512,-0.005000000353902578,-0.005000000353902578,1.0
77000,1.2855302,4.0,-0.010722365,-0.005000000353902578,-0.005000000353902578,1.0
78000,1.2853817,4.0,-0.011671662,-0.005000000353902578,-0.005000000353902578,1.0
79000,1.2817729,4.0,-0.010608193,-0.005000000353902578,-0.005000000353902578,1.0
80000,1.2816833,4.0,-0.013305864,-0.005000000353902578,-0.005000000353902578,1.0
81000,1.2775304,4.0,-0.011473567,-0.005000000353902578,-0.005000000353902578,1.0
82000,1.2775303,4.0,-0.010072555,-0.005000000353902578,-0.005000000353902578,1.0
83000,1.2754078,4.0,-0.0124273,-0.005000000353902578,-0.005000000353902578,1.0
84000,1.2751358,4.0,-0.013257823,-0.005000000353902578,-0.005000000353902578,1.0
85000,1.2722462,4.0,-0.010817418,-0.005000000353902578,-0.005000000353902578,1.0
86000,1.2716408,4.0,-0.012106545,-0.005000000353902578,-0.005000000353902578,1.0
87000,1.268164,4.0,-0.013753997,-0.005000000353902578,-0.005000000353902578,1.0
88000,1.2671684,4.0,-0.010788709,-0.005000000353902578,-0.005000000353902578,1.0
89000,1.2649883,4.0,-0.011702806,-0.005000000353902578,-0.005000000353902578,1.0
90000,1.2641959,4.0,-0.012163388,-0.005000000353902578,-0.005000000353902578,1.0
91000,1.2606493,4.0,-0.008994028,-0.005000000353902578,-0.005000000353902578,1.0
92000,1.2588904,4.0,-0.011725597,-0.005000000353902578,-0.005000000353902578,1.0
93000,1.2559289,4.0,-0.011910186,-0.005000000353902578,-0.005000000353902578,1.0
94000,1.254197,4.0,-0.0135151185,-0.005000000353902578,-0.005000000353902578,1.0
95000,1.2512176,4.0,-0.012777489,-0.005000000353902578,-0.005000000353902578,1.0
96000,1.2490394,4.0,-0.008553908,-0.005000000353902578,-0.005000000353902578,1.0
97000,1.2472955,4.0,-0.009677707,-0.005000000353902578,-0.005000000353902578,1.0
98000,1.2457687,4.0,-0.010074038,-0.005000000353902578,-0.005000000353902578,1.0
99000,1.2435286,4.0,-0.015615266,-0.005000000353902578,-0.005000000353902578,1.0
100000,1.2410477,4.0,-0.012904245,-0.005000000353902578,-0.005000000353902578,1.0
101000,1.2386009,4.0,-0.010103762,-0.005000000353902578,-0.005000000353902578,1.0
102000,1.2354319,4.0,-0.010322785,-0.005000000353902578,-0.005000000353902578,1.0
103000,1.2336454,4.0,-0.013059488,-0.005000000353902578,-0.005000000353902578,1.0
104000,1.2308667,4.0,-0.01106812,-0.005000000353902578,-0.005000000353902578,1.0
