Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
25000,1.3820995,4.0,0.4197583,-3.026798367500305e-11,-3.026798367500305e-11,1.0
26000,1.3818399,4.0,0.43195942,-0.005000000353902578,-0.005000000353902578,1.0
27000,1.3820696,4.0,0.4736402,-3.026798367500305e-11,-3.026798367500305e-11,1.0
28000,1.3826759,4.0,0.5114117,-0.005000000353902578,-0.005000000353902578,1.0
29000,1.3826236,4.0,0.42468593,-0.005000000353902578,-0.005000000353902578,1.0
30000,1.382312,4.0,0.47028133,-3.026798367500305e-11,-3.026798367500305e-11,1.0
31000,1.3820775,4.0,0.48794475,-0.005000000353902578,-0.005000000353902578,1.0
32000,1.3803641,4.0,0.46051773,-0.005000000353902578,-0.005000000353902578,1.0
33000,1.3802209,4.0,0.41257676,-0.005000000353902578,-0.005000000353902578,1.0
34000,1.3785622,4.0,0.43741181,-0.005000000353902578,-0.005000000353902578,1.0
35000,1.3785161,4.0,0.37999505,-0.005000000353902578,-0.005000000353902578,1.0
36000,1.3774316,4.0,0.38999793,-0.005000000353902578,-0.005000000353902578,1.0
37000,1.3771701,4.0,0.38106674,-0.005000000353902578,-0.005000000353902578,1.0
38000,1.3721597,4.0,0.34903306,-3.2829120755195616e-10,-3.2829120755195616e-10,1.0
39000,1.3720536,4.0,0.3519895,-0.005000000353902578,-0.005000000353902578,1.0
40000,1.3688428,4.0,0.34399688,-0.005000000353902578,-0.005000000353902578,1.0
41000,1.368843,4.0,0.33188027,-0.005000000353902578,-0.005000000353902578,1.0
42000,1.366134,4.0,0.30906922,-0.005000000353902578,-0.005000000353902578,1.0
43000,1.3657683,4.0,0.31077966,-0.005000000353902578,-0.005000000353902578,1.0
44000,1.3644961,4.0,0.29564762,-0.005000000353902578,-0.005000000353902578,1.0
45000,1.3642508,4.0,0.25477073,-0.005000000353902578,-0.005000000353902578,1.0
46000,1.3602381,4.0,0.26338306,-0.005000000353902578,-0.005000000353902578,1.0
47000,1.3590394,4.0,0.24443702,-0.005000000353902578,-0.005000000353902578,1.0
48000,1.3558623,4.0,0.2373843,-0.005000000353902578,-0.005000000353902578,1.0
49000,1.3546867,4.0,0.2150015,-0.005000000353902578,-0.005000000353902578,1.0
50000,1.3524514,4.0,0.18621725,-0.005000000353902578,-0.005000000353902578,1.0
51000,1.3514221,4.0,0.20400819,-0.005000000353902578,-0.005000000353902578,1.0
52000,1.3478485,4.0,0.18268238,-0.005000000353902578,-0.005000000353902578,1.0
53000,1.3458407,4.0,0.18372153,-0.005000000353902578,-0.005000000353902578,1.0
54000,1.3431753,4.0,0.16724858,-0.005000000353902578,-0.005000000353902578,1.0
55000,1.3413317,4.0,0.15711674,-0.005000000353902578,-0.005000000353902578,1.0
56000,1.339988,4.0,0.14445359,-0.005000000353902578,-0.005000000353902578,1.0
57000,1.3388027,4.0,0.13601056,-0.005000000353902578,-0.005000000353902578,1.0
58000,1.340447,4.0,0.13847865,0.010000000318977981,0.010000000318977981,1.0
59000,1.3423086,4.0,0.1295514,-0.005000000353902578,-0.005000000353902578,1.0
60000,1.3422012,4.0,0.11856484,-0.005000000353902578,-0.005000000353902578,1.0
61000,1.3420092,4.0,0.11569915,-0.005000000353902578,-0.005000000353902578,1.0
62000,1.3400079,4.0,0.10185324,-0.005000000353902578,-0.005000000353902578,1.0
63000,1.3368943,4.0,0.10164914,-0.005000000353902578,-0.005000000353902578,1.0
64000,1.3352295,4.0,0.09195095,-0.005000000353902578,-0.005000000353902578,1.0
65000,1.331949,4.0,0.08774536,-0.005000000353902578,-0.005000000353902578,1.0
66000,1.3311312,4.0,0.08740963,-3.026798367500305e-11,-3.026798367500305e-11,1.0
67000,1.3291667,4.0,0.076818205,-0.005000000353902578,-0.005000000353902578,1.0
68000,1.3287852,4.0,0.07777407,-3.026798367500305e-11,-3.026798367500305e-11,1.0
69000,1.3276474,4.0,0.0804696,-3.026798367500305e-11,-3.026798367500305e-11,1.0
70000,1.3271267,4.0,0.064012945,-3.026798367500305e-11,-3.026798367500305e-11,1.0
71000,1.324732,4.0,0.06328068,-0.005000000353902578,-0.005000000353902578,1.0
72000,1.3244222,4.0,0.057186026,-0.005000000353902578,-0.005000000353902578,1.0
73000,1.3224738,4.0,0.047959935,-3.026798367500305e-11,-3.026798367500305e-11,1.0
74000,1.3222955,4.0,0.05816441,-0.005000000353902578,-0.005000000353902578,1.0
75000,1.3204515,4.0,0.05041336,-0.005000000353902578,-0.005000000353902578,1.0
76000,1.3203799,4.0,0.053142767,-0.005000000353902578,-0.005000000353902578,1.0
77000,1.319701,4.0,0.03800876,-0.005000000353902578,-0.005000000353902578,1.0
78000,1.3196281,4.0,0.038752142,-0.005000000353902578,-0.005000000353902578,1.0
79000,1.318222,4.0,0.04576518,-0.005000000353902578,-0.005000000353902578,1.0
80000,1.3181666,4.0,0.028809862,-0.005000000353902578,-0.005000000353902578,1.0
81000,1.3173225,4.0,0.0381324,-0.005000000353902578,-0.005000000353902578,1.0
82000,1.3173224,4.0,0.03554833,-0.005000000353902578,-0.005000000353902578,1.0
83000,1.3171855,4.0,0.038689222,-0.005000000353902578,-0.005000000353902578,1.0
84000,1.3171399,4.0,0.030791096,-0.005000000353902578,-0.005000000353902578,1.0
85000,1.3136066,4.0,0.02176014,-0.005000000353902578,-0.005000000353902578,1.0
86000,1.3129151,4.0,0.016363977,-0.005000000353902578,-0.005000000353902578,1.0
87000,1.3119317,4.0,0.018218702,-0.005000000353902578,-0.005000000353902578,1.0
88000,1.3117362,4.0,0.014364796,-0.005000000353902578,-0.005000000353902578,1.0
89000,1.3100283,4.0,0.021935856,-0.005000000353902578,-0.005000000353902578,1.0
90000,1.3094465,4.0,0.017765751,-0.005000000353902578,-0.005000000353902578,1.0
91000,1.3085938,4.0,0.012660299,-0.005000000353902578,-0.005000000353902578,1.0
92000,1.3082207,4.0,0.016040277,-0.005000000353902578,-0.005000000353902578,1.0
93000,1.3071918,4.0,0.008317869,-0.005000000353902578,-0.005000000353902578,1.0
94000,1.306612,4.0,0.015992822,-0.005000000353902578,-0.005000000353902578,1.0
95000,1.3050308,4.0,0.010899489,-0.005000000353902578,-0.005000000353902578,1.0
96000,1.3038844,4.0,0.01540202,-0.005000000353902578,-0.005000000353902578,1.0
97000,1.3039266,4.0,0.015082524,-0.005000000353902578,-0.005000000353902578,1.0
98000,1.3040268,4.0,0.0053083156,-0.005000000353902578,-0.005000000353902578,1.0
99000,1.3044516,4.0,0.0033758976,-0.005000000353902578,-0.005000000353902578,1.0
100000,1.3048791,4.0,0.00653514,-3.026798367500305e-11,-3.026798367500305e-11,1.0
101000,1.3041992,4.0,0.013238883,-3.026798367500305e-11,-3.026798367500305e-11,1.0
102000,1.3033198,4.0,0.0033742625,-0.005000000353902578,-0.005000000353902578,1.0
103000,1.303973,4.0,0.0007634334,-3.026798367500305e-11,-3.026798367500305e-11,1.0
104000,1.3051168,4.0,0.010764744,-3.026798367500305e-11,-3.026798367500305e-11,1.0
105000,1.304663,4.0,0.0050197337,-0.005000000353902578,-0.005000000353902578,1.0
106000,1.3036788,4.0,0.011192118,-0.005000000353902578,-0.005000000353902578,1.0
107000,1.3025337,4.0,0.0015077447,-0.005000000353902578,-0.005000000353902578,1.0
108000,1.299608,4.0,0.0020007375,-0.005000000353902578,-0.005000000353902578,1.0
109000,1.2983491,4.0,-0.0031204238,-3.2829120755195616e-10,-3.2829120755195616e-10,1.0
110000,1.2942656,4.0,-0.0037102909,-0.005000000353902578,-0.005000000353902578,1.0
111000,1.2936865,4.0,-9.786397e-05,-0.005000000353902578,-0.005000000353902578,1.0
112000,1.2912561,4.0,0.0019849495,-0.005000000353902578,-0.005000000353902578,1.0
113000,1.2909622,4.0,0.0005441013,-3.026798367500305e-11,-3.026798367500305e-11,1.0
114000,1.2891387,4.0,0.0006154323,-3.026798367500305e-11,-3.026798367500305e-11,1.0
115000,1.2889069,4.0,-0.000761299,-0.005000000353902578,-0.005000000353902578,1.0
116000,1.2870133,4.0,0.005299511,-0.005000000353902578,-0.005000000353902578,1.0
117000,1.2868769,4.0,0.003363226,-0.005000000353902578,-0.005000000353902578,1.0
118000,1.2847803,4.0,-0.0016286657,-0.005000000353902578,-0.005000000353902578,1.0
119000,1.2846303,4.0,0.0037496854,-0.005000000353902578,-0.005000000353902578,1.0
120000,1.2814248,4.0,-0.008133248,-0.005000000353902578,-0.005000000353902578,1.0
121000,1.2813486,4.0,0.0026145393,-0.005000000353902578,-0.005000000353902578,1.0
122000,1.2787713,4.0,-0.0014472106,-0.005000000353902578,-0.005000000353902578,1.0
123000,1.2787713,4.0,-0.0010711962,-0.005000000353902578,-0.005000000353902578,1.0
124000,1.2772864,4.0,-0.0036848397,-0.005000000353902578,-0.005000000353902578,1.0
125000,1.2771167,4.0,0.010770222,-3.026798367500305e-11,-3.026798367500305e-11,1.0
126000,1.2767332,4.0,2.8978138e-05,-3.026798367500305e-11,-3.026798367500305e-11,1.0
127000,1.2766553,4.0,0.004561992,-0.005000000353902578,-0.005000000353902578,1.0
128000,1.2759405,4.0,-0.003853366,-0.005000000353902578,-0.005000000353902578,1.0
129000,1.275711,4.0,0.004498598,-0.005000000353902578,-0.005000000353902578,1.0
130000,1.2750186,4.0,0.0018884012,-0.005000000353902578,-0.005000000353902578,1.0
131000,1.2747768,4.0,-0.00019778073,-0.005000000353902578,-0.005000000353902578,1.0
132000,1.2735038,4.0,0.0046891244,-0.005000000353902578,-0.005000000353902578,1.0
133000,1.2729145,4.0,-0.00094442844,-0.005000000353902578,-0.005000000353902578,1.0
134000,1.2716792,4.0,0.0050096195,-0.005000000353902578,-0.005000000353902578,1.0
135000,1.2710255,4.0,0.0076188766,-0.005000000353902578,-0.005000000353902578,1.0
136000,1.2708391,4.0,0.0051163333,-0.005000000353902578,-0.005000000353902578,1.0
137000,1.2707081,4.0,0.008004329,-0.005000000353902578,-0.005000000353902578,1.0
138000,1.2701614,4.0,0.0048905443,-0.005000000353902578,-0.005000000353902578,1.0
139000,1.2696573,4.0,-0.0017463714,-0.005000000353902578,-0.005000000353902578,1.0
140000,1.269178,4.0,0.010002401,-0.005000000353902578,-0.005000000353902578,1.0
141000,1.2686929,4.0,0.011716152,-0.005000000353902578,-0.005000000353902578,1.0
142000,1.2677848,4.0,0.003665064,-0.005000000353902578,-0.005000000353902578,1.0
143000,1.266597,4.0,0.0150928665,-3.2829120755195616e-10,-3.2829120755195616e-10,1.0
144000,1.2666346,4.0,0.013083084,-0.005000000353902578,-0.005000000353902578,1.0
145000,1.2666968,4.0,0.014342742,-0.005000000353902578,-0.005000000353902578,1.0
146000,1.265728,4.0,0.020236205,-0.005000000353902578,-0.005000000353902578,1.0
147000,1.2637222,4.0,0.015953057,-0.005000000353902578,-0.005000000353902578,1.0
148000,1.2632135,4.0,0.016157,-0.005000000353902578,-0.005000000353902578,1.0
149000,1.2619457,4.0,0.021046912,-0.005000000353902578,-0.005000000353902578,1.0
150000,1.2615932,4.0,0.0082383575,-0.005000000353902578,-0.005000000353902578,1.0
151000,1.2604934,4.0,0.021065164,-0.005000000353902578,-0.005000000353902578,1.0
152000,1.260369,4.0,0.020180631,-0.005000000353902578,-0.005000000353902578,1.0
153000,1.2596905,4.0,0.019277617,-0.005000000353902578,-0.005000000353902578,1.0
154000,1.2595351,4.0,0.02423261,-0.005000000353902578,-0.005000000353902578,1.0
155000,1.2583877,4.0,0.021486487,-0.005000000353902578,-0.005000000353902578,1.0
156000,1.2581264,4.0,0.03618307,-0.005000000353902578,-0.005000000353902578,1.0
157000,1.2561152,4.0,0.02867291,-0.005000000353902578,-0.005000000353902578,1.0
158000,1.2559109,4.0,0.026280837,-0.005000000353902578,-0.005000000353902578,1.0
159000,1.2530172,4.0,0.030514397,-0.005000000353902578,-0.005000000353902578,1.0
160000,1.2528837,4.0,0.034748968,-0.005000000353902578,-0.005000000353902578,1.0
161000,1.2503173,4.0,0.031209016,-0.005000000353902578,-0.005000000353902578,1.0
162000,1.2502681,4.0,0.03077444,-0.005000000353902578,-0.005000000353902578,1.0
163000,1.2465403,4.0,0.028639624,-0.005000000353902578,-0.005000000353902578,1.0
164000,1.2465402,4.0,0.030689714,-0.005000000353902578,-0.005000000353902578,1.0
165000,1.2464923,4.0,0.027839847,-0.005000000353902578,-0.005000000353902578,1.0
166000,1.2465193,4.0,0.026664753,-0.005000000353902578,-0.005000000353902578,1.0
167000,1.2451781,4.0,0.043157388,-0.005000000353902578,-0.005000000353902578,1.0
168000,1.2449119,4.0,0.058924314,-0.005000000353902578,-0.005000000353902578,1.0
169000,1.2435256,4.0,0.044928744,-0.005000000353902578,-0.005000000353902578,1.0
170000,1.243168,4.0,0.032428097,-0.005000000353902578,-0.005000000353902578,1.0
171000,1.2423983,4.0,0.0546065,-0.005000000353902578,-0.005000000353902578,1.0
172000,1.2421535,4.0,0.034887336,-0.005000000353902578,-0.005000000353902578,1.0
173000,1.2414447,4.0,0.033229444,-0.005000000353902578,-0.005000000353902578,1.0
174000,1.2411062,4.0,0.04290688,-0.005000000353902578,-0.005000000353902578,1.0
175000,1.239812,4.0,0.054971628,-0.005000000353902578,-0.005000000353902578,1.0
176000,1.2390674,4.0,0.04495241,-0.005000000353902578,-0.005000000353902578,1.0
177000,1.2378901,4.0,0.0420535,-0.005000000353902578,-0.005000000353902578,1.0
178000,1.2371002,4.0,0.048007976,-0.005000000353902578,-0.005000000353902578,1.0
179000,1.2361286,4.0,0.04120443,-0.005000000353902578,-0.005000000353902578,1.0
180000,1.2352741,4.0,0.05354942,-0.005000000353902578,-0.005000000353902578,1.0
181000,1.2344933,4.0,0.047741413,-0.005000000353902578,-0.005000000353902578,1.0
182000,1.2337004,4.0,0.04302829,-0.005000000353902578,-0.005000000353902578,1.0
183000,1.2333487,4.0,0.03579093,-0.005000000353902578,-0.005000000353902578,1.0
184000,1.232939,4.0,0.055908386,-0.005000000353902578,-0.005000000353902578,1.0
185000,1.2326493,4.0,0.03608254,-0.005000000353902578,-0.005000000353902578,1.0
186000,1.232189,4.0,0.03378395,-0.005000000353902578,-0.005000000353902578,1.0
187000,1.2319075,4.0,0.01749514,-0.005000000353902578,-0.005000000353902578,1.0
188000,1.2313432,4.0,0.019176641,-0.005000000353902578,-0.005000000353902578,1.0
189000,1.2309424,4.0,0.019596428,-0.005000000353902578,-0.005000000353902578,1.0
190000,1.229925,4.0,0.02010877,-0.005000000353902578,-0.005000000353902578,1.0
191000,1.2298038,4.0,0.027042514,-3.026798367500305e-11,-3.026798367500305e-11,1.0
192000,1.229457,4.0,0.026998624,-0.005000000353902578,-0.005000000353902578,1.0
193000,1.2293706,4.0,0.023639917,-3.026798367500305e-11,-3.026798367500305e-11,1.0
194000,1.2289324,4.0,0.015279114,-0.005000000353902578,-0.005000000353902578,1.0
195000,1.2288141,4.0,0.024900256,-0.005000000353902578,-0.005000000353902578,1.0
196000,1.2280782,4.0,0.019257272,-0.005000000353902578,-0.005000000353902578,1.0
197000,1.2280997,4.0,0.019474352,-0.005000000353902578,-0.005000000353902578,1.0
198000,1.2284008,4.0,0.017341247,-0.005000000353902578,-0.005000000353902578,1.0
199000,1.228407,4.0,0.00040753782,-0.005000000353902578,-0.005000000353902578,1.0
200000,1.2283814,4.0,0.010153451,-0.005000000353902578,-0.005000000353902578,1.0
201000,1.2283647,4.0,0.007257289,-0.005000000353902578,-0.005000000353902578,1.0
202000,1.2280115,4.0,0.023914987,-0.005000000353902578,-0.005000000353902578,1.0
